Rate,Probability
0,0.00317460317460317
1.41915257632802,0.00634920634920635
1.64214604840541,0.00952380952380952
1.64692339436558,0.0126984126984127
1.67312335831353,0.0158730158730159
1.71548700584787,0.019047619047619
1.76986345941054,0.0222222222222222
1.77876179358792,0.0253968253968254
1.7898229360247,0.0285714285714286
1.79010686208066,0.0317460317460317
1.79607315121681,0.0349206349206349
1.86388744542146,0.0380952380952381
1.86420691654667,0.0412698412698413
1.87687466427164,0.0444444444444444
1.87847369167009,0.0476190476190476
1.88153075180902,0.0507936507936508
1.88819003041365,0.053968253968254
1.90009206325762,0.0571428571428571
1.91606209013205,0.0603174603174603
1.92500213769001,0.0634920634920635
1.9337668265486,0.0666666666666667
1.94957976008669,0.0698412698412698
1.9599568171048,0.073015873015873
1.97301263745836,0.0761904761904762
1.97549193218328,0.0793650793650794
1.98059845345042,0.0825396825396825
1.98499404378253,0.0857142857142857
1.99484694607201,0.0888888888888889
2.00533853064613,0.0920634920634921
2.01217417125779,0.0952380952380952
2.01879684810217,0.0984126984126984
2.02583028890094,0.101587301587302
2.0465028294783,0.104761904761905
2.05996098906586,0.107936507936508
2.06613975943934,0.111111111111111
2.07014360812996,0.114285714285714
2.07123053369498,0.117460317460317
2.1014808657533,0.120634920634921
2.10707867745342,0.123809523809524
2.11818917615571,0.126984126984127
2.12587555949794,0.13015873015873
2.13214304211389,0.133333333333333
2.13792986826734,0.136507936507936
2.14688705085979,0.13968253968254
2.15571815205158,0.142857142857143
2.16841244084266,0.146031746031746
2.17215614832075,0.149206349206349
2.1844216738097,0.152380952380952
2.19544179175271,0.155555555555556
2.19574637618775,0.158730158730159
2.20495742099045,0.161904761904762
2.22285770444829,0.165079365079365
2.25216123110856,0.168253968253968
2.25352807409452,0.171428571428571
2.26178712363362,0.174603174603175
2.27805842939433,0.177777777777778
2.30132594099458,0.180952380952381
2.31686320699206,0.184126984126984
2.33522541141765,0.187301587301587
2.33693420615327,0.19047619047619
2.34687948225298,0.193650793650794
2.35164037479379,0.196825396825397
2.35608648369072,0.2
2.37317757740459,0.203174603174603
2.37913115153279,0.206349206349206
2.38326351074912,0.20952380952381
2.39564508212102,0.212698412698413
2.39642262297816,0.215873015873016
2.40457043024744,0.219047619047619
2.40790247114946,0.222222222222222
2.42055341670503,0.225396825396825
2.44350457203662,0.228571428571429
2.44624856576609,0.231746031746032
2.45128054304471,0.234920634920635
2.45687742523166,0.238095238095238
2.46087798410635,0.241269841269841
2.46485319573808,0.244444444444444
2.48574559126333,0.247619047619048
2.49652255301164,0.250793650793651
2.49853091625521,0.253968253968254
2.51716992224066,0.257142857142857
2.51920097942526,0.26031746031746
2.56061055496363,0.263492063492063
2.57168965488089,0.266666666666667
2.57179223415269,0.26984126984127
2.57933609879507,0.273015873015873
2.60465418862151,0.276190476190476
2.61294106413297,0.279365079365079
2.61757589696218,0.282539682539683
2.64599441766772,0.285714285714286
2.65896743833146,0.288888888888889
2.66660503533387,0.292063492063492
2.66765485625578,0.295238095238095
2.69508730680923,0.298412698412698
2.71364527174529,0.301587301587302
2.71542919603094,0.304761904761905
2.71594830024916,0.307936507936508
2.72221313445646,0.311111111111111
2.7368783879891,0.314285714285714
2.74911098588435,0.317460317460317
2.76963866173947,0.320634920634921
2.77131693036488,0.323809523809524
2.77612819762106,0.326984126984127
2.80127850728103,0.33015873015873
2.80630798162435,0.333333333333333
2.8230119034853,0.336507936507937
2.82813198143959,0.33968253968254
2.8299045289072,0.342857142857143
2.83008817926305,0.346031746031746
2.84538071827517,0.349206349206349
2.85558518275729,0.352380952380952
2.85737236379027,0.355555555555556
2.86902992009382,0.358730158730159
2.87404967239305,0.361904761904762
2.87744635799312,0.365079365079365
2.89112460463865,0.368253968253968
2.89751957352199,0.371428571428571
2.90416613463364,0.374603174603175
2.90901413112285,0.377777777777778
2.93513189462202,0.380952380952381
2.94124870383825,0.384126984126984
2.94480434802282,0.387301587301587
2.94806315627873,0.39047619047619
2.94928684368175,0.393650793650794
2.96045356168941,0.396825396825397
2.97204568751031,0.4
2.97244304218729,0.403174603174603
2.9756675561637,0.406349206349206
2.99099255699989,0.40952380952381
3.00916897513929,0.412698412698413
3.01646888222936,0.415873015873016
3.01964062201383,0.419047619047619
3.02011604920669,0.422222222222222
3.024507282341,0.425396825396825
3.02644754156968,0.428571428571429
3.03122706437083,0.431746031746032
3.03920742825363,0.434920634920635
3.04670749140484,0.438095238095238
3.05550546923235,0.441269841269841
3.06952356896035,0.444444444444444
3.09301562846151,0.447619047619048
3.09895081376354,0.450793650793651
3.12789887390451,0.453968253968254
3.13398502433268,0.457142857142857
3.14249768995307,0.46031746031746
3.14429479972905,0.463492063492064
3.14647954761607,0.466666666666667
3.15999086893145,0.46984126984127
3.18705216743345,0.473015873015873
3.20697576215826,0.476190476190476
3.2113183806383,0.479365079365079
3.21243338719728,0.482539682539683
3.22373002282737,0.485714285714286
3.22514604639318,0.488888888888889
3.23305342959288,0.492063492063492
3.25394258543756,0.495238095238095
3.30123483059487,0.498412698412698
3.30720594407314,0.501587301587302
3.30988826167218,0.504761904761905
3.31976958212459,0.507936507936508
3.32002464004775,0.511111111111111
3.32538399673111,0.514285714285714
3.32633845098451,0.517460317460318
3.3314285170266,0.520634920634921
3.34691775750414,0.523809523809524
3.37327240591506,0.526984126984127
3.3910589707902,0.53015873015873
3.41229813195446,0.533333333333333
3.41326882856019,0.536507936507936
3.41606381383383,0.53968253968254
3.43080017092819,0.542857142857143
3.43158977330917,0.546031746031746
3.44414501801964,0.549206349206349
3.44463237931492,0.552380952380952
3.45529271918649,0.555555555555556
3.48186381124749,0.558730158730159
3.48742719665876,0.561904761904762
3.52083792926146,0.565079365079365
3.52751424918874,0.568253968253968
3.55331342968058,0.571428571428571
3.56231269952276,0.574603174603175
3.57757222147497,0.577777777777778
3.58919201658531,0.580952380952381
3.58935122710398,0.584126984126984
3.59099653957141,0.587301587301587
3.61629488148228,0.59047619047619
3.63850381148543,0.593650793650794
3.64658353343218,0.596825396825397
3.64753930976197,0.6
3.65704032032882,0.603174603174603
3.69937000236469,0.606349206349206
3.73545056831971,0.60952380952381
3.74328522399983,0.612698412698413
3.80291952995406,0.615873015873016
3.80410329097412,0.619047619047619
3.81127886618418,0.622222222222222
3.826268573685,0.625396825396825
3.83244899023097,0.628571428571429
3.83296557643889,0.631746031746032
