Rate,Probability
0,0.0158730158730159
0,0.0317460317460317
1.21457435548084,0.0476190476190476
1.52582714852505,0.0634920634920635
1.52859540581134,0.0793650793650794
1.62739079911431,0.0952380952380952
1.65300354199536,0.111111111111111
1.87749479381478,0.126984126984127
1.90348644327582,0.142857142857143
1.96708011518512,0.158730158730159
2.04635105875567,0.174603174603175
2.11432333096044,0.19047619047619
2.35712909182851,0.206349206349206
2.38748248576424,0.222222222222222
2.41015293471035,0.238095238095238
2.60728513270168,0.253968253968254
2.63559555464185,0.26984126984127
2.67072276893759,0.285714285714286
2.72045641927775,0.301587301587302
2.77056175300069,0.317460317460317
2.79097233411388,0.333333333333333
2.83082856465958,0.349206349206349
2.98947607503544,0.365079365079365
3.03444186367834,0.380952380952381
3.0698954273,0.396825396825397
3.08897590533993,0.412698412698413
3.13876338712738,0.428571428571429
3.1788843192604,0.444444444444444
3.25828414791587,0.46031746031746
3.26979479027181,0.476190476190476
3.48027796899784,0.492063492063492
3.85397523444227,0.507936507936508
3.94382670190053,0.523809523809524
4.01696618060575,0.53968253968254
4.02739449086635,0.555555555555556
4.18376607262058,0.571428571428571
4.23839798063631,0.587301587301587
4.59756347025386,0.603174603174603
4.68530530947114,0.619047619047619
4.93021793791319,0.634920634920635
4.98773162092015,0.650793650793651
5.05377942564925,0.666666666666667
5.06211805439643,0.682539682539683
5.06337540922204,0.698412698412698
5.11903316757977,0.714285714285714
5.17008186066125,0.73015873015873
5.17875778890155,0.746031746031746
5.25824863902664,0.761904761904762
5.32788493971392,0.777777777777778
5.7737360254541,0.793650793650794
5.81800146768972,0.80952380952381
5.96491784465936,0.825396825396825
6.20899904508251,0.841269841269841
6.47737961090421,0.857142857142857
6.6129645464477,0.873015873015873
6.75120579698327,0.888888888888889
6.90096344621642,0.904761904761905
7.00685156979517,0.920634920634921
7.1534891199845,0.936507936507937
7.19775990975537,0.952380952380952
7.27532922105765,0.968253968253968
7.82507229542051,0.984126984126984
8.63065521005459,1
